url,source,headline_raw,article_date,scrape_status,error_message,headline_repaired,headline_clean,headline_char_count,headline_word_count
https://www.foxnews.com/lifestyle/international-destinations-visit-summer-ultimate-vacation,FoxNews,International destinations you can travel to this summer for the ultimate vacation,2024-07-14T03:30:55-04:00,success,,International destinations you can travel to this summer for the ultimate vacation,international destinations you can travel to this summer for the ultimate vacation,82,12
https://www.foxnews.com/entertainment/whoopi-goldberg-view-barbara-walters-saved-career-after-2004-george-bush-controversy,FoxNews,"Whoopi Goldberg says 'The View,' Barbara Walters saved her career after 2004 George Bush controversy",2020-09-06T12:51:58-04:00,success,,"Whoopi Goldberg says 'The View,' Barbara Walters saved her career after 2004 George Bush controversy",whoopi goldberg says 'the view ' barbara walters saved her career after 2004 george bush controversy,100,16
https://www.foxnews.com/entertainment/ticketmaster-apologizes-taylor-swift-fans-sales-disaster,FoxNews,"Ticketmaster apologizes to Taylor Swift, fans over sales disaster",2022-11-19T09:20:30-05:00,success,,"Ticketmaster apologizes to Taylor Swift, fans over sales disaster",ticketmaster apologizes to taylor swift fans over sales disaster,65,9
https://www.foxnews.com/food-drink/chef-andrew-zimmern-hunts-cooks-wild-animals-creates-recipes-anybody-watching-show.print,FoxNews,"Chef Andrew Zimmern hunts, cooks wild animals, creates recipes 'for anybody' watching his show",2024-10-15T05:00:48-04:00,success,,"Chef Andrew Zimmern hunts, cooks wild animals, creates recipes 'for anybody' watching his show",chef andrew zimmern hunts cooks wild animals creates recipes 'for anybody' watching his show,94,14
https://www.foxnews.com/politics/gop-senate-hopeful-rips-dem-opponent-not-holding-biden-harris-accountable-key-issue,FoxNews,'Has done nothing': GOP Senate hopeful rips Dem opponent for not holding Biden-Harris accountable on key issue,2024-10-12T08:39:26-04:00,success,,'Has done nothing': GOP Senate hopeful rips Dem opponent for not holding Biden-Harris accountable on key issue,'has done nothing' gop senate hopeful rips dem opponent for not holding biden harris accountable on key issue,110,18
https://www.foxnews.com/politics/who-ryan-wesley-routh-alleged-gunman-trump-golf-club,FoxNews,Who is Ryan Wesley Routh: Alleged gunman at Trump golf club,2024-09-15T20:17:04-04:00,success,,Who is Ryan Wesley Routh: Alleged gunman at Trump golf club,who is ryan wesley routh alleged gunman at trump golf club,59,11
https://www.foxnews.com/entertainment/harry-styles-full-x-factor-uk-audition-video-reveals-details-about-singers-first-performance,FoxNews,Harry Styles' full 'X Factor UK' audition video reveals details about the singer's first performance,2022-08-02T17:23:29-04:00,success,,Harry Styles' full 'X Factor UK' audition video reveals details about the singer's first performance,harry styles' full 'x factor uk' audition video reveals details about the singers first performance,100,15
https://www.foxnews.com/world/video-captures-water-tank-falling-woman-but-she-miraculously-escapes-injury.print,FoxNews,Video captures water tank falling on woman???€???but she miraculously escapes injury,2024-10-18T09:20:40-04:00,success,,Video captures water tank falling on woman?? ??but she miraculously escapes injury,video captures water tank falling on woman but she miraculously escapes injury,82,12
https://www.foxnews.com/politics/judge-blocks-texas-ag-requiring-info-transgender-kids-receiving-gender-transition-treatment,FoxNews,Judge blocks Texas AG from requiring info on transgender kids receiving gender transition treatment,2024-03-03T00:00:08-05:00,success,,Judge blocks Texas AG from requiring info on transgender kids receiving gender transition treatment,judge blocks texas ag from requiring info on transgender kids receiving gender transition treatment,99,14
https://www.foxnews.com/media/fox-corporation-launches-donation-drive-american-red-cross-hurricane-helene-relief-efforts,FoxNews,"FOX Corporation launches donation drive for American Red Cross Hurricanes Helene, Milton relief efforts",2024-09-27T09:39:09-04:00,success,,"FOX Corporation launches donation drive for American Red Cross Hurricanes Helene, Milton relief efforts",fox corporation launches donation drive for american red cross hurricanes helene milton relief efforts,103,14
https://www.foxnews.com/lifestyle/memorial-day-numbers-facts-american-holiday,FoxNews,Memorial Day: Important facts about the solemn American holiday,2023-05-26T08:54:52-04:00,success,,Memorial Day: Important facts about the solemn American holiday,memorial day important facts about the solemn american holiday,63,9
https://www.foxnews.com/media/abc-debate-moderators-spark-fury-aggressive-fact-checking-trump-easy-treatment-harris,FoxNews,"ABC debate moderators spark fury for aggressive fact-checking of Trump, easy treatment of Harris",2024-09-10T23:21:02-04:00,success,,"ABC debate moderators spark fury for aggressive fact-checking of Trump, easy treatment of Harris",abc debate moderators spark fury for aggressive fact checking of trump easy treatment of harris,96,15
https://www.foxnews.com/politics/obama-calls-out-brothers-apprehensive-vote-harris-youre-thinking-sitting-out.print,FoxNews,Obama calls out ?€?brothers?€? apprehensive to vote for Harris: ?€?You?€?re thinking of sitting out??€?,2024-10-10T21:26:22-04:00,success,,Obama calls out brothers' apprehensive to vote for Harris: You're thinking of sitting out?,obama calls out brothers' apprehensive to vote for harris youre thinking of sitting out,90,14
https://www.foxnews.com/food-drink/dolly-parton-sister-share-sweet-potato-casserole-recipe-perfect-fall,FoxNews,Dolly Parton and her sister share their 'Sweet Potato Casserole' recipe: 'Perfect for the fall',2024-09-17T05:00:24-04:00,success,,Dolly Parton and her sister share their 'Sweet Potato Casserole' recipe: 'Perfect for the fall',dolly parton and her sister share their 'sweet potato casserole' recipe 'perfect for the fall',95,15
https://www.foxnews.com/media/democratic-national-convention-features-cnn-msnbc-figures-plum-speaking-roles,FoxNews,"Democratic National Convention features CNN, MSNBC figures in plum speaking roles",2024-08-23T13:09:28-04:00,success,,"Democratic National Convention features CNN, MSNBC figures in plum speaking roles",democratic national convention features cnn msnbc figures in plum speaking roles,81,11
https://www.foxnews.com/world/land-american-israel-defiant-barbaric-hamas-declares-never-leaving,FoxNews,"'This isn?€?t about land': American in Israel defiant against ?€?barbaric?€? Hamas, declares she?€?s ?€?never leaving?€?",2023-10-12T12:51:07-04:00,success,,"'This isn't about land': American in Israel defiant against barbaric Hamas, declares she's never leaving",'this isnt about land' american in israel defiant against barbaric hamas declares shes never leaving,104,15
https://www.foxnews.com/media/msnbc-host-defends-harris-avoiding-policy-questions-shes-not-running-perfect,FoxNews,MSNBC host defends Harris avoiding policy questions: She's 'not running for perfect',2024-09-21T10:14:56-04:00,success,,MSNBC host defends Harris avoiding policy questions: She's 'not running for perfect',msnbc host defends harris avoiding policy questions shes 'not running for perfect',84,12
https://www.foxnews.com/politics/vulnerable-democratic-senator-laken-riley-immigration-bill-re-election,FoxNews,Vulnerable Democratic senator backs Laken Riley immigration bill ahead of tough re-election in red state,2024-05-10T17:16:12-04:00,success,,Vulnerable Democratic senator backs Laken Riley immigration bill ahead of tough re-election in red state,vulnerable democratic senator backs laken riley immigration bill ahead of tough re election in red state,104,16
https://www.foxnews.com/travel/top-thrill-2-roller-coaster-cedar-point-closes-indefinitely-days-after-opening,FoxNews,'Top Thrill 2' roller coaster at Cedar Point closes indefinitely just days after long-awaited opening,2024-05-14T14:00:56-04:00,success,,'Top Thrill 2' roller coaster at Cedar Point closes indefinitely just days after long-awaited opening,'top thrill 2' roller coaster at cedar point closes indefinitely just days after long awaited opening,101,16
https://www.foxnews.com/us/illegal-immigrants-arrested-wealthy-florida-county-sexual-crimes-against-child.print,FoxNews,Illegal immigrants arrested in wealthy Florida county for sexual crimes against a child,2024-10-15T20:45:12-04:00,success,,Illegal immigrants arrested in wealthy Florida county for sexual crimes against a child,illegal immigrants arrested in wealthy florida county for sexual crimes against a child,87,13
https://www.foxnews.com/lifestyle/flag-day-spectacle-american-communities,FoxNews,Flag Day is a patriotic spectacle in these all-American communities,2022-06-14T02:00:16-04:00,success,,Flag Day is a patriotic spectacle in these all-American communities,flag day is a patriotic spectacle in these all american communities,67,11
https://www.foxnews.com/us/witness-saw-trump-assassination-suspect-flee-bushes-took-photo-getaway-car,FoxNews,"Witness saw Trump assassination suspect flee bushes, took photo of getaway car",2024-09-16T10:55:43-04:00,success,,"Witness saw Trump assassination suspect flee bushes, took photo of getaway car",witness saw trump assassination suspect flee bushes took photo of getaway car,78,12
https://www.foxnews.com/media/ohio-residents-small-town-erupt-over-havoc-caused-massive-influx-20000-haitians,FoxNews,"Ohio residents in small town erupt over havoc caused by massive influx of 20,000 of Haitians",2024-09-09T21:00:02-04:00,success,,"Ohio residents in small town erupt over havoc caused by massive influx of 20,000 of Haitians",ohio residents in small town erupt over havoc caused by massive influx of 20 000 of haitians,92,17
https://www.foxnews.com/health/two-women-heart-disease-had-fight-diagnosis-they-advocated-health,FoxNews,Two women with heart disease had to fight for a diagnosis. Here?€?s how they advocated for their health,2024-02-05T05:30:31-05:00,success,,Two women with heart disease had to fight for a diagnosis. Here's how they advocated for their health,two women with heart disease had to fight for a diagnosis heres how they advocated for their health,101,18
https://www.foxnews.com/media/trump-campaign-official-bashes-cnn-cutting-mid-interview-censored-me,FoxNews,Trump official says CNN can't handle criticism after host shut down her interview: 'Censored me',2024-06-25T08:48:15-04:00,success,,Trump official says CNN can't handle criticism after host shut down her interview: 'Censored me',trump official says cnn cant handle criticism after host shut down her interview 'censored me',96,15
https://www.foxnews.com/us/florida-human-trafficking-sting-nabs-157-people-including-25-illegal-immigrants,FoxNews,"Florida human trafficking sting nabs 157 people, including 25 illegal immigrants",2024-10-17T22:02:38-04:00,success,,"Florida human trafficking sting nabs 157 people, including 25 illegal immigrants",florida human trafficking sting nabs 157 people including 25 illegal immigrants,80,11
https://www.foxnews.com/politics/trump-trial-stemming-from-jack-smiths-probe-delayed-past-election-day.print,FoxNews,Trump trial stemming from Jack Smith's probe delayed past Election Day,2024-09-05T16:50:10-04:00,success,,Trump trial stemming from Jack Smith's probe delayed past Election Day,trump trial stemming from jack smiths probe delayed past election day,70,11
https://www.foxnews.com/media/donny-deutsch-dems-losing-on-economy-so-scare-voters-against-racist-gop,FoxNews,"Donny Deutsch: Democrats losing on economy, so we need to 'scare' voters against ?€?racist?€? GOP",2022-05-18T19:06:04-04:00,success,,"Donny Deutsch: Democrats losing on economy, so we need to 'scare' voters against racist GOP",donny deutsch democrats losing on economy so we need to 'scare' voters against racist gop,91,15
https://www.foxnews.com/politics/harris-takes-aim-trump-she-vows-to-president-all-americans,FoxNews,Harris takes aim at Trump as she vows 'to be a president for all Americans',2024-08-23T00:57:38-04:00,success,,Harris takes aim at Trump as she vows 'to be a president for all Americans',harris takes aim at trump as she vows 'to be a president for all americans',75,15
https://www.foxnews.com/health/four-texas-residents-connected-two-kidney-donations-different-cities-timed,FoxNews,Four Texas residents forever connected by two kidney donations in different cities: 'Superbly timed',2024-02-26T04:15:31-05:00,success,,Four Texas residents forever connected by two kidney donations in different cities: 'Superbly timed',four texas residents forever connected by two kidney donations in different cities 'superbly timed',100,14
https://www.foxnews.com/media/cbs-tarred-feathered-admitting-existence-hunter-bidens-laptop-two-years-after-new-york-post-report,FoxNews,CBS tarred and feathered for admitting existence of Hunter Biden?€?s laptop two years after New York Post report,2022-11-22T18:05:03-05:00,success,,CBS tarred and feathered for admitting existence of Hunter Biden's laptop two years after New York Post report,cbs tarred and feathered for admitting existence of hunter bidens laptop two years after new york post report,110,18
https://www.foxnews.com/lifestyle/pennsylvania-mother-son-both-born-rare-genetic-disease-closer-this,FoxNews,Pennsylvania mother and son both born with rare genetic disease: 'Closer because of this',2023-08-09T12:00:46-04:00,success,,Pennsylvania mother and son both born with rare genetic disease: 'Closer because of this',pennsylvania mother and son both born with rare genetic disease 'closer because of this',89,14
https://www.foxnews.com/world/israel-says-top-hamas-rafah-brigade-dismantled-philadelphi-corridor-2000-terrorists-killed,FoxNews,"Israel says top Hamas Rafah brigade ?€?dismantled?€? on Philadelphi Corridor, 2,000 terrorists killed",2024-09-13T15:08:03-04:00,success,,"Israel says top Hamas Rafah brigade dismantled on Philadelphi Corridor, 2,000 terrorists killed",israel says top hamas rafah brigade dismantled on philadelphi corridor 2 000 terrorists killed,95,14
https://www.foxnews.com/us/idaho-move-resurrect-firing-squad-makes-sense-quickest-surest-death-penalty-option-expert-says,FoxNews,"Idaho's move to resurrect firing squad 'makes sense' as 'quickest, surest' death penalty option, expert says",2023-03-23T07:00:18-04:00,success,,"Idaho's move to resurrect firing squad 'makes sense' as 'quickest, surest' death penalty option, expert says",idahos move to resurrect firing squad 'makes sense' as 'quickest surest' death penalty option expert says,108,16
https://www.foxnews.com/sports/trump-would-do-better-job-protecting-womens-sports-golfer-lauren-miller-says,FoxNews,"Trump would do better job protecting women's sports, golfer Lauren Miller says",2024-10-15T04:00:11-04:00,success,,"Trump would do better job protecting women's sports, golfer Lauren Miller says",trump would do better job protecting womens sports golfer lauren miller says,78,12
https://www.foxnews.com/media/kamala-harris-interview-black-journalists-lacked-specifics-cnn-host-abby-phillip,FoxNews,Kamala Harris' interview with Black journalists 'lacked specifics': CNN host Abby Phillip,2024-09-18T19:00:12-04:00,success,,Kamala Harris' interview with Black journalists 'lacked specifics': CNN host Abby Phillip,kamala harris' interview with black journalists 'lacked specifics' cnn host abby phillip,89,12
https://www.foxnews.com/sports/cowboys-demarcus-lawrence-says-he-burned-through-his-entire-rookie-salary-his-3rd-season,FoxNews,Cowboys' DeMarcus Lawrence says he burned through his entire rookie salary by his 3rd season,2024-09-04T11:54:02-04:00,success,,Cowboys' DeMarcus Lawrence says he burned through his entire rookie salary by his 3rd season,cowboys' demarcus lawrence says he burned through his entire rookie salary by his 3rd season,92,15
https://www.foxnews.com/media/columbia-university-professor-describes-hamas-terrorist-attacks-indigenous-palestinian-resistance,FoxNews,Columbia University professor describes Hamas terrorist attacks as 'indigenous Palestinian resistance',2023-10-11T16:55:42-04:00,success,,Columbia University professor describes Hamas terrorist attacks as 'indigenous Palestinian resistance',columbia university professor describes hamas terrorist attacks as 'indigenous palestinian resistance',102,11
https://www.foxnews.com/politics/trends-good-swing-county-gop-chair-calls-little-pennsylvania-itll-be-repeat-16.print,FoxNews,Trends are good in the swing county GOP chair calls ?€?Little Pennsylvania?€?: It?€?ll ?€?be a repeat of ?€?16?€?,2024-10-14T08:55:04-04:00,success,,Trends are good in the swing county GOP chair calls Little Pennsylvania : It'll be a repeat of 16,trends are good in the swing county gop chair calls little pennsylvania itll be a repeat of 16,97,18
https://www.foxnews.com/media/washington-post-kamala-harris-small-c-conservative,FoxNews,Washington Post columnist panned for calling Kamala Harris a 'small-c conservative',2020-08-12T18:35:39-04:00,success,,Washington Post columnist panned for calling Kamala Harris a 'small-c conservative',washington post columnist panned for calling kamala harris a 'small c conservative',83,12
https://www.foxnews.com/media/joe-rogan-warns-kamala-harris-win-because-people-giving-bulls-never-before,FoxNews,Joe Rogan warns Kamala Harris will win because people are 'giving into the bulls---' like never before,2024-07-31T14:00:22-04:00,success,,Joe Rogan warns Kamala Harris will win because people are 'giving into the bulls---' like never before,joe rogan warns kamala harris will win because people are 'giving into the bulls ' like never before,102,18
https://www.foxnews.com/politics/ryan-rouths-poor-mans-surveillance-enough-scout-out-spot-target-trump-expert.print,FoxNews,Ryan Routh's 'poor man's surveillance' enough to scout out spot to target Trump: expert,2024-09-17T16:15:19-04:00,success,,Ryan Routh's 'poor man's surveillance' enough to scout out spot to target Trump: expert,ryan rouths 'poor mans surveillance' enough to scout out spot to target trump expert,87,14
https://www.foxnews.com/sports/olympic-medalist-slams-transgender-track-athlete-competing-womens-event-simply-cheating,FoxNews,Olympic medalist slams transgender track athlete for competing in women's event: 'Simply cheating',2024-04-01T10:04:03-04:00,success,,Olympic medalist slams transgender track athlete for competing in women's event: 'Simply cheating',olympic medalist slams transgender track athlete for competing in womens event 'simply cheating',98,13
https://www.foxnews.com/sports/nfl-great-believes-panic-jets-organization-played-role-robert-salehs-firing,FoxNews,NFL great believes panic in Jets?€? organization played a role in Robert Saleh?€?s firing,2024-10-11T07:00:24-04:00,success,,NFL great believes panic in Jets' organization played a role in Robert Saleh's firing,nfl great believes panic in jets' organization played a role in robert salehs firing,85,14
https://www.foxnews.com/world/kings-speech-opens-parliament-new-uk-labour-government-plans-national-renewal,FoxNews,"Parliament for new UK Labour government opens with King's Speech, plans for 'national renewal'",2024-07-17T11:24:48-04:00,success,,"Parliament for new UK Labour government opens with King's Speech, plans for 'national renewal'",parliament for new uk labour government opens with kings speech plans for 'national renewal',94,14
https://www.foxnews.com/politics/dem-lawmakers-voting-records-biden-harris-spotlight-ahead-tight-races,FoxNews,Dem lawmakers' voting records with Biden-Harris in spotlight ahead of tight races,2024-08-22T07:00:29-04:00,success,,Dem lawmakers' voting records with Biden-Harris in spotlight ahead of tight races,dem lawmakers' voting records with biden harris in spotlight ahead of tight races,81,13
https://www.foxnews.com/lifestyle/best-homemade-thanksgiving-turkey-gravy-whole-family-love-try-recipe,FoxNews,'Best homemade' Thanksgiving turkey gravy: Try the recipe,2024-11-27T14:15:22-05:00,success,,'Best homemade' Thanksgiving turkey gravy: Try the recipe,'best homemade' thanksgiving turkey gravy try the recipe,57,8
https://www.foxnews.com/opinion/beware-kamalas-fair-share-lie-taxes.print,FoxNews,Beware Kamala's 'fair share' lie on taxes,2024-10-02T05:00:52-04:00,success,,Beware Kamala's 'fair share' lie on taxes,beware kamalas 'fair share' lie on taxes,41,7
https://www.foxnews.com/media/biden-says-hes-more-physically-viable-than-time-reporters-interviewing-him-i-can-take-you-too.print,FoxNews,Biden says he's more physically viable than TIME reporters interviewing him: ?€?I can take you too?€?,2024-06-04T10:33:32-04:00,success,,Biden says he's more physically viable than TIME reporters interviewing him: I can take you too,biden says hes more physically viable than time reporters interviewing him i can take you too,95,16
https://www.foxnews.com/politics/hospital-delayed-emergency-abortion-bears-blame-georgia-womans-death-familys-lawyer-claims,FoxNews,"Hospital that delayed emergency abortion bears blame for Georgia woman?€?s death, family?€?s lawyer claims",2024-10-10T11:15:07-04:00,success,,"Hospital that delayed emergency abortion bears blame for Georgia woman's death, family's lawyer claims",hospital that delayed emergency abortion bears blame for georgia womans death familys lawyer claims,102,14
https://www.foxnews.com/media/new-cnn-boss-christ-licht-determined-tamp-down-spectacle-evaluates-who-should-stick-around.print,FoxNews,New CNN boss Chris Licht ?€?determined to tamp down spectacle?€? as he evaluates who should stick around: insider,2022-06-16T12:35:44-04:00,success,,New CNN boss Chris Licht determined to tamp down spectacle as he evaluates who should stick around: insider,new cnn boss chris licht determined to tamp down spectacle as he evaluates who should stick around insider,107,18
https://www.foxnews.com/world/vietnam-war-formally-ends-this-day-in-history,FoxNews,Vietnam War formally ends: This Day in History,2020-01-27T15:53:59-05:00,success,,Vietnam War formally ends: This Day in History,vietnam war formally ends this day in history,46,8
https://www.foxnews.com/sports/tom-brady-has-not-talked-trump-years,FoxNews,Tom Brady reveals he has not talked to Trump in 'a lot of years',2022-07-14T12:32:59-04:00,success,,Tom Brady reveals he has not talked to Trump in 'a lot of years',tom brady reveals he has not talked to trump in 'a lot of years',64,14
https://foxnews.com/politics/harris-claims-trump-abortion-platform-makes-no-exception-moments-after-trump-says-opposite-absolute-lie,FoxNews,"Harris claims Trump abortion platform makes ?€?no exception,?€? moments after Trump says the opposite",2024-09-10T22:09:56-04:00,success,,"Harris claims Trump abortion platform makes no exception, moments after Trump says the opposite",harris claims trump abortion platform makes no exception moments after trump says the opposite,95,14
https://www.foxnews.com/us/watch-body-camera-footage-migrant-allegedly-responsible-murder-rape-maryland-mom-rachel-morin,FoxNews,"WATCH: Body camera footage of migrant accused in murder, rape of Maryland mom Rachel Morin",2024-08-16T21:44:44-04:00,success,,"WATCH: Body camera footage of migrant accused in murder, rape of Maryland mom Rachel Morin",watch body camera footage of migrant accused in murder rape of maryland mom rachel morin,90,15
https://www.foxnews.com/politics/dnc-paints-harris-law-order-standard-bearer-past-comments-militarization-police-resurface.print,FoxNews,DNC paints Harris as ?€?law and order?€? standard-bearer as past comments on ?€?militarization of police?€? resurface,2024-08-21T04:00:37-04:00,success,,DNC paints Harris as law and order standard-bearer as past comments on militarization of police resurface,dnc paints harris as law and order standard bearer as past comments on militarization of police resurface,105,17
https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-turn-heads-blake-lively-ryan-reynolds-romantic-double-date-dinner.print,FoxNews,"Taylor Swift, Travis Kelce turn heads with Blake Lively, Ryan Reynolds at romantic double date dinner",2024-10-12T13:02:40-04:00,success,,"Taylor Swift, Travis Kelce turn heads with Blake Lively, Ryan Reynolds at romantic double date dinner",taylor swift travis kelce turn heads with blake lively ryan reynolds at romantic double date dinner,101,16
https://www.foxnews.com/entertainment/arnold-schwarzenegger-expands-current-relationship-status-ex-wife-maria-shriver,FoxNews,Arnold Schwarzenegger expands on his current relationship status with ex-wife Maria Shriver,2023-10-01T12:27:24-04:00,success,,Arnold Schwarzenegger expands on his current relationship status with ex-wife Maria Shriver,arnold schwarzenegger expands on his current relationship status with ex wife maria shriver,91,13
https://www.foxnews.com/entertainment/sydney-sweeney-says-paparazzi-yelled-her-family-force-her-out-home-bikini,FoxNews,Sydney Sweeney says paparazzi yelled at her family to force her out of home in a bikini,2024-10-03T21:09:28-04:00,success,,Sydney Sweeney says paparazzi yelled at her family to force her out of home in a bikini,sydney sweeney says paparazzi yelled at her family to force her out of home in a bikini,87,17
https://www.foxnews.com/politics/chip-roy-says-voters-dont-give-two-flying-s-s-about-government-shutdown-fight,FoxNews,Chip Roy says voters 'don't give 2 flying s---s' about government shutdown fight,2024-09-03T16:50:58-04:00,success,,Chip Roy says voters 'don't give 2 flying s---s' about government shutdown fight,chip roy says voters 'dont give 2 flying s s' about government shutdown fight,80,14
https://www.foxnews.com/us/video-resurfaces-showing-fema-prioritizing-equity-over-helping-greatest-number-people-disaster-relief,FoxNews,Video resurfaces showing FEMA prioritizing equity over helping greatest number of people in disaster relief,2024-10-07T21:37:06-04:00,success,,Video resurfaces showing FEMA prioritizing equity over helping greatest number of people in disaster relief,video resurfaces showing fema prioritizing equity over helping greatest number of people in disaster relief,107,15
https://www.foxnews.com/sports/ncaa-faces-lawsuit-transgender-policies-fight-very-essence-womens-sports.print,FoxNews,NCAA faces lawsuit over transgender policies: 'Fight for the very essence of women's sports',2024-03-14T13:02:35-04:00,success,,NCAA faces lawsuit over transgender policies: 'Fight for the very essence of women's sports',ncaa faces lawsuit over transgender policies 'fight for the very essence of womens sports',92,14
https://www.foxnews.com/lifestyle/this-day-history-may-12-1965-rolling-stones-record-satisfaction-keith-richards-dreamed-riff,FoxNews,"On this day in history, May 12, 1965, Rolling Stones record 'Satisfaction' after Keith Richards dreamed a riff",2024-05-12T00:02:08-04:00,success,,"On this day in history, May 12, 1965, Rolling Stones record 'Satisfaction' after Keith Richards dreamed a riff",on this day in history may 12 1965 rolling stones record 'satisfaction' after keith richards dreamed a riff,110,18
https://www.foxnews.com/politics/elite-university-journalism-professor-exposed-for-monthslong-campaign-justifying-hamas,FoxNews,Elite university journalism professor exposed for monthslong campaign justifying Hamas,2024-05-22T09:00:22-04:00,success,,Elite university journalism professor exposed for monthslong campaign justifying Hamas,elite university journalism professor exposed for monthslong campaign justifying hamas,86,10
https://foxnews.com/politics/taylor-swift-endorses-kamala-harris-president-after-debate-ive-made-my-choice,FoxNews,Taylor Swift endorses Kamala Harris for president after debate: ?€?I?€?ve made my choice?€?,2024-09-10T23:23:26-04:00,success,,Taylor Swift endorses Kamala Harris for president after debate: I've made my choice,taylor swift endorses kamala harris for president after debate ive made my choice,83,13
https://www.foxnews.com/world/odds-of-israel-hezbollah-war-inevitable-experts-fear-totally-pessimistic,FoxNews,"Odds of Israel-Hezbollah war 'inevitable,' experts fear: 'Totally pessimistic'",2024-02-19T06:30:47-05:00,success,,"Odds of Israel-Hezbollah war 'inevitable,' experts fear: 'Totally pessimistic'",odds of israel hezbollah war 'inevitable ' experts fear 'totally pessimistic',78,11
https://www.foxnews.com/politics/trump-set-host-rally-bidens-home-state-hush-money-trial,FoxNews,Trump set to host rally in Biden's home state ahead of hush money trial,2024-04-13T07:48:42-04:00,success,,Trump set to host rally in Biden's home state ahead of hush money trial,trump set to host rally in bidens home state ahead of hush money trial,71,14
https://www.foxnews.com/politics/house-gop-doubts-grow-johnson-digs-funding-fight-playing-government-shutdown,FoxNews,House GOP doubts grow as Johnson digs in on funding fight: 'Playing with a government shutdown',2024-09-10T14:48:30-04:00,success,,House GOP doubts grow as Johnson digs in on funding fight: 'Playing with a government shutdown',house gop doubts grow as johnson digs in on funding fight 'playing with a government shutdown',95,16
https://www.foxnews.com/politics/early-voting-begins-nebraska-washington-dc,FoxNews,"Early voting begins in Nebraska and Washington, DC",2024-09-30T05:00:20-04:00,success,,"Early voting begins in Nebraska and Washington, DC",early voting begins in nebraska and washington dc,50,8
https://www.foxnews.com/media/voters-give-harris-debate-win-praise-trump-policy-she-got-under-his-skin,FoxNews,"Voters give Harris the debate win, but praise Trump on policy: She got under his skin",2024-09-12T05:30:33-04:00,success,,"Voters give Harris the debate win, but praise Trump on policy: She got under his skin",voters give harris the debate win but praise trump on policy she got under his skin,85,16
https://www.foxnews.com/us/ice-confirms-aurora-colorado-gang-members-united-states-illegally-released-biden-admin.print,FoxNews,"ICE confirms Aurora, Colorado gang members are in the United States illegally, released by Biden admin",2024-09-05T20:56:42-04:00,success,,"ICE confirms Aurora, Colorado gang members are in the United States illegally, released by Biden admin",ice confirms aurora colorado gang members are in the united states illegally released by biden admin,102,16
https://www.foxnews.com/politics/biden-replacement-illinois-gov-pritzker-keeping-options-open-some-democrats-look-new-blood,FoxNews,Biden replacement? Illinois Gov. Pritzker keeping options open as some Democrats look for new blood,2023-03-04T19:30:54-05:00,success,,Biden replacement? Illinois Gov. Pritzker keeping options open as some Democrats look for new blood,biden replacement illinois gov pritzker keeping options open as some democrats look for new blood,99,15
https://www.foxnews.com/world/kerch-bridge-connecting-crimea-russia-fire-after-possible-fuel-tank-explosion-ukraine-media,FoxNews,"Explosion rocks Kerch Bridge connecting Russia and Crimea, 3 dead: officials",2022-10-08T03:01:33-04:00,success,,"Explosion rocks Kerch Bridge connecting Russia and Crimea, 3 dead: officials",explosion rocks kerch bridge connecting russia and crimea 3 dead officials,76,11
https://www.foxnews.com/politics/christian-baker-faces-new-lawsuit-over-gender-transition-cake-after-supreme-court,FoxNews,Christian baker faces new lawsuit over gender-transition cake after Supreme Court,2023-10-09T04:00:38-04:00,success,,Christian baker faces new lawsuit over gender-transition cake after Supreme Court,christian baker faces new lawsuit over gender transition cake after supreme court,81,12
https://www.foxnews.com/politics/father-american-israeli-hostage-pleads-deal-with-satan-before-biden-harris-enter-situation-room,FoxNews,"Father of Israeli-American hostage pleads for deal 'with Satan' before Biden, Harris enter Situation Room",2024-09-02T08:21:24-04:00,success,,"Father of Israeli-American hostage pleads for deal 'with Satan' before Biden, Harris enter Situation Room",father of israeli american hostage pleads for deal 'with satan' before biden harris enter situation room,105,16
https://www.foxnews.com/lifestyle/deployed-soldier-pleads-rescue-puppy-found-overseas.print,FoxNews,Deployed soldier pleads for rescue of puppy found overseas: 'Part of my soul',2024-09-04T20:22:43-04:00,success,,Deployed soldier pleads for rescue of puppy found overseas: 'Part of my soul',deployed soldier pleads for rescue of puppy found overseas 'part of my soul',77,13
https://foxnews.com/politics/trump-harris-trade-barbs-crime-during-first-presidential-debate-through-roof,FoxNews,"Trump, Harris trade barbs on crime during first presidential debate: 'Through the roof'",2024-09-10T22:30:34-04:00,success,,"Trump, Harris trade barbs on crime during first presidential debate: 'Through the roof'",trump harris trade barbs on crime during first presidential debate 'through the roof',87,13
https://www.foxnews.com/media/bill-maher-makes-bold-2024-prediction-after-trump-harris-debate,FoxNews,Bill Maher makes this bold 2024 prediction after Trump-Harris debate,2024-09-14T13:33:26-04:00,success,,Bill Maher makes this bold 2024 prediction after Trump-Harris debate,bill maher makes this bold 2024 prediction after trump harris debate,68,11
https://www.foxnews.com/tech/get-apps-off-your-phone,FoxNews,Get these apps off your phone,2024-08-02T17:30:48-04:00,success,,Get these apps off your phone,get these apps off your phone,29,6
